                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.1319,                 5.5664,                 2.9353,                0.00075,                0.01599,                0.00041,                0.00012,                 3.5195,                 4.7659,                 2.6128,               0.070625,              0.0032639,              0.0032639
                      1,                 3.4798,                 4.4266,                 2.5301,                0.51618,                 0.0369,                 0.0184,                0.00512,                 2.5726,                 4.3201,                 2.2018,               0.040592,              0.0065646,              0.0065646
                      2,                 2.9565,                 3.6295,                 2.2301,                 0.0139,                 0.1162,                 0.0101,                0.00405,                 2.6401,                  4.524,                 2.1065,               0.010527,              0.0098322,              0.0098322
                      3,                 2.5968,                 3.2751,                 1.9122,                0.51048,                0.08029,                0.09055,                0.04392,                 2.0635,                 2.8582,                 1.6527,              0.0098515,              0.0098515,              0.0098515
                      4,                 2.2959,                 4.0146,                  1.675,                0.81198,                0.15339,                0.10796,                0.05606,                 1.9482,                 6.4006,                 1.5622,              0.0098515,              0.0098515,              0.0098515
                      5,                 2.1347,                  4.487,                 1.6697,                0.04392,                0.39822,                0.10453,                0.04417,                 1.9123,                 2.8622,                 1.5647,               0.009802,               0.009802,               0.009802
                      6,                 2.0296,                 2.8221,                 1.5658,                0.53179,                0.23799,                0.15166,                0.07926,                 1.7075,                  2.236,                   1.49,              0.0097525,              0.0097525,              0.0097525
                      7,                 2.1219,                 2.4033,                 1.5552,                0.30057,                0.33328,                0.21139,                0.10993,                 1.5592,                 2.4039,                 1.3763,               0.009703,               0.009703,               0.009703
                      8,                 1.7891,                 2.4161,                   1.43,                0.65212,                0.33528,                0.18852,                0.09365,                 1.6221,                  2.095,                 1.4025,              0.0096535,              0.0096535,              0.0096535
                      9,                 1.6348,                  2.294,                 1.3474,                0.38234,                0.41881,                0.31045,                0.17052,                 1.5343,                 2.6568,                   1.34,               0.009604,               0.009604,               0.009604
                     10,                 1.6376,                 2.3032,                 1.3529,                0.73652,                0.27802,                0.41089,                0.24482,                 1.3909,                 1.6822,                 1.2785,              0.0095545,              0.0095545,              0.0095545
                     11,                 1.8099,                 1.9647,                 1.4327,                0.69702,                0.39791,                0.39561,                0.23475,                 1.3745,                 1.3679,                 1.2652,               0.009505,               0.009505,               0.009505
                     12,                 1.6497,                 1.7658,                 1.3513,                0.76202,                0.41818,                0.50319,                0.20754,                 1.8225,                 1.7167,                 1.5411,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.5603,                 1.7301,                 1.2546,                0.50124,                0.43715,                0.45816,                0.29012,                 1.2242,                 1.6952,                 1.1818,               0.009406,               0.009406,               0.009406
                     14,                 1.3796,                 1.7203,                 1.2214,                0.57756,                0.50791,                 0.5084,                0.30584,                 1.3282,                 1.3261,                 1.2261,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.4164,                   1.47,                 1.1914,                0.34367,                0.49136,                0.48563,                0.26821,                 1.3595,                 1.4011,                 1.2308,               0.009307,               0.009307,               0.009307
                     16,                 1.3582,                 1.4336,                 1.1722,                0.78602,                0.50411,                0.55439,                0.36794,                 1.0662,                0.92169,                 1.1113,              0.0092575,              0.0092575,              0.0092575
                     17,                  1.434,                 1.1981,                 1.1954,                0.78344,                0.53626,                0.56309,                0.28647,                 1.5774,                 1.0105,                  1.312,               0.009208,               0.009208,               0.009208
                     18,                 1.4081,                 1.1845,                 1.2014,                0.75316,                0.51601,                0.54954,                0.34354,                 1.1853,                0.88803,                 1.1529,              0.0091585,              0.0091585,              0.0091585
                     19,                 1.3269,                  1.141,                 1.1534,                0.56021,                0.58723,                0.52652,                0.29392,                 1.4508,                 1.1297,                 1.2516,               0.009109,               0.009109,               0.009109
                     20,                 1.2741,                 1.1442,                   1.14,                0.85456,                0.35601,                0.53085,                0.38269,                0.97921,                0.87118,                 1.0503,              0.0090595,              0.0090595,              0.0090595
                     21,                 1.1626,                 1.1476,                 1.1048,                0.59458,                0.42355,                0.58606,                0.35934,                 1.0674,                0.93577,                 1.1069,                0.00901,                0.00901,                0.00901
                     22,                 1.2178,                  1.097,                 1.0936,                0.61659,                 0.5186,                0.58949,                0.37853,                 1.0231,                0.88064,                  1.076,              0.0089605,              0.0089605,              0.0089605
                     23,                  1.214,                0.96327,                 1.1049,                0.90495,                0.51207,                0.59016,                0.38188,                 1.1243,                0.80482,                 1.1059,               0.008911,               0.008911,               0.008911
                     24,                 1.2714,                  0.925,                 1.0996,                0.76119,                0.55724,                0.58152,                0.39216,                 1.0334,                0.76991,                 1.0686,              0.0088615,              0.0088615,              0.0088615
                     25,                 1.1826,                 0.8933,                 1.0718,                0.78352,                0.55937,                0.61171,                0.40949,                 1.0128,                0.77216,                  1.064,               0.008812,               0.008812,               0.008812
                     26,                 1.1865,                 0.9073,                 1.0734,                0.79547,                0.57058,                 0.6228,                0.45261,                 1.0135,                0.71019,                 1.0505,              0.0087625,              0.0087625,              0.0087625
                     27,                 1.1376,                0.84873,                 1.0816,                0.82796,                0.57192,                0.62008,                0.45134,                0.90107,                0.67893,                 1.0103,               0.008713,               0.008713,               0.008713
                     28,                 1.1207,                0.82319,                 1.0452,                0.80724,                0.56426,                0.61105,                0.41693,                 1.0428,                0.74092,                  1.061,              0.0086635,              0.0086635,              0.0086635
                     29,                  1.115,                0.88743,                 1.0523,                0.80013,                0.59036,                0.62442,                 0.4563,                0.99349,                0.70023,                 1.0453,               0.008614,               0.008614,               0.008614
                     30,                 1.1236,                0.83328,                 1.0573,                0.81228,                0.58566,                0.63161,                0.43281,                0.95469,                0.70024,                 1.0389,              0.0085645,              0.0085645,              0.0085645
