                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  2.683,                 7.9269,                 2.8889,                      0,                      0,                      0,                      0,                 4.0923,                 7.9479,                  3.992,                 0.0865,                 0.0015,                 0.0015
                      1,                 2.9914,                  6.151,                  3.169,                      0,                      0,                      0,                      0,                 3.7792,                 7.9556,                 3.7253,               0.072085,              0.0030847,              0.0030847
                      2,                 3.0569,                 6.3785,                 3.1792,                      0,                      0,                      0,                      0,                 3.5583,                  7.765,                 3.6308,               0.057653,              0.0046535,              0.0046535
                      3,                 2.8983,                 6.0532,                 2.9574,                      0,                      0,                      0,                      0,                 3.8516,                 7.5243,                 3.8338,               0.043206,              0.0062064,              0.0062064
                      4,                 2.8724,                 5.0747,                 3.0908,                0.00579,                0.12903,                0.00391,                0.00274,                 3.6314,                 6.9876,                 3.8089,               0.028744,              0.0077436,              0.0077436
                      5,                 2.5946,                 4.4234,                 2.7576,                0.00579,                0.12903,                0.00391,                0.00274,                 3.6314,                 6.9876,                 3.8089,               0.014265,              0.0092649,              0.0092649
                      6,                 2.8043,                 4.5684,                 2.8523,                0.00105,                0.16129,                0.00283,                0.00169,                 4.5395,                 5.9386,                 4.2576,               0.009703,               0.009703,               0.009703
                      7,                   2.44,                 3.8586,                 2.7935,                0.00105,                0.16129,                0.00283,                0.00169,                 4.5395,                 5.9386,                 4.2576,               0.009703,               0.009703,               0.009703
                      8,                 2.4349,                 3.8156,                 2.7316,                 0.0227,                0.74194,                0.03339,                0.00618,                  3.372,                  4.913,                 3.7487,              0.0096535,              0.0096535,              0.0096535
                      9,                 2.3757,                 3.5469,                 2.5903,                 0.0227,                0.74194,                0.03339,                0.00618,                  3.372,                  4.913,                 3.7487,               0.009604,               0.009604,               0.009604
                     10,                 2.2388,                 3.2825,                 2.5469,                0.01383,                0.41935,                0.03755,                 0.0134,                 2.4486,                 4.3359,                 3.0775,              0.0095545,              0.0095545,              0.0095545
                     11,                 2.1728,                  3.089,                 2.3807,                0.01383,                0.41935,                0.03755,                 0.0134,                 2.4486,                 4.3359,                 3.0775,               0.009505,               0.009505,               0.009505
                     12,                 2.2653,                 3.0339,                 2.5332,                 0.1564,                0.09677,                0.08204,                0.01263,                  3.347,                 3.7608,                 3.2916,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.9552,                 2.7768,                 2.2238,                 0.1564,                0.09677,                0.08204,                0.01263,                  3.347,                 3.7608,                 3.2916,               0.009406,               0.009406,               0.009406
