                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.8292,                 4.3839,                 2.8742,                0.00287,                0.86036,                0.00383,                0.00111,                 2.8806,                 4.0155,                 3.3194,                0.07027,              0.0033033,              0.0033033
                      1,                  2.273,                 3.2649,                 2.4192,                0.66597,                0.13472,                 0.4227,                0.13777,                 2.0286,                 2.7783,                 2.5269,               0.040237,              0.0066038,              0.0066038
                      2,                 2.0223,                  3.661,                 2.1293,                0.02424,                0.88288,                0.12602,                0.03309,                 1.6934,                 3.6609,                 2.0548,               0.010172,              0.0098713,              0.0098713
                      3,                 1.8519,                 2.9377,                 1.9156,                0.55908,                0.98198,                0.97176,                0.50779,                 1.5229,                 6.8874,                 1.8752,              0.0098515,              0.0098515,              0.0098515
                      4,                 1.6973,                 2.3996,                 1.7637,                0.98901,                0.40537,                0.80421,                0.38874,                 1.7487,                 2.1778,                 1.9413,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.6217,                 1.9077,                 1.7323,                0.84542,                0.73906,                0.86257,                0.44764,                 1.6359,                 1.5036,                 1.9593,               0.009802,               0.009802,               0.009802
                      6,                 1.7232,                 1.9463,                 1.8483,                0.72311,                0.87838,                0.90884,                0.52913,                 1.3488,                 1.3261,                 1.7487,              0.0097525,              0.0097525,              0.0097525
                      7,                 1.6941,                 1.7692,                 1.7936,                0.77067,                0.87799,                0.81195,                0.27396,                 1.9052,                 1.5217,                 2.2153,               0.009703,               0.009703,               0.009703
                      8,                  1.705,                  1.669,                 1.8339,                0.97531,                0.97748,                0.99386,                0.54988,                 1.4316,                 1.1294,                 1.8213,              0.0096535,              0.0096535,              0.0096535
                      9,                 1.5078,                 1.5488,                 1.7392,                0.94198,                0.36568,                0.68092,                0.41077,                 1.5302,                 2.2269,                 1.8805,               0.009604,               0.009604,               0.009604
                     10,                 1.6849,                 1.4771,                 1.8047,                0.96627,                0.90328,                0.97226,                0.65341,                 1.3536,                 1.4075,                 1.7316,              0.0095545,              0.0095545,              0.0095545
                     11,                 1.4292,                 1.3704,                 1.6212,                0.99399,                      1,                0.99487,                0.65258,                 1.3541,                  1.494,                 1.7858,               0.009505,               0.009505,               0.009505
                     12,                 1.5512,                  1.241,                 1.7453,                0.92979,                0.88739,                0.92402,                0.43977,                  1.808,                 1.1889,                 2.0852,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.5046,                 1.2651,                 1.6743,                      1,                 0.9996,                  0.995,                0.58294,                 1.4941,                0.85515,                 1.7957,               0.009406,               0.009406,               0.009406
