                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  4.415,                  5.382,                 3.0865,                 0.0002,                0.01205,                0.00011,                  2e-05,                 4.1609,                 7.7732,                 2.9821,                  0.091,                  0.001,                  0.001
                      1,                 4.7597,                 5.2627,                 3.1338,                0.00021,                0.01205,                0.00011,                  1e-05,                 4.1497,                 6.6895,                 2.9631,                0.08109,              0.0020896,              0.0020896
                      2,                 4.2077,                  4.929,                 3.0347,                0.00038,                0.02008,                 0.0002,                  2e-05,                 4.0938,                 5.6541,                 2.8931,               0.071168,              0.0031683,              0.0031683
                      3,                 4.0346,                 4.5993,                 2.8382,                0.00027,                0.01205,                0.00015,                  3e-05,                 3.9695,                 4.8459,                 2.7957,               0.061236,              0.0042361,              0.0042361
                      4,                 4.0005,                 4.6198,                 2.8532,                0.00334,                0.12069,                0.00217,                 0.0006,                 3.4994,                 4.4832,                 2.5796,               0.051293,              0.0052931,              0.0052931
                      5,                 3.7253,                 4.2783,                  2.625,                0.00334,                0.12069,                0.00217,                 0.0006,                 3.4994,                 4.4832,                 2.5796,               0.041339,              0.0063391,              0.0063391
                      6,                 3.7657,                 4.1825,                 2.6203,                0.00334,                0.12069,                0.00217,                 0.0006,                 3.4994,                 4.4832,                 2.5796,               0.031374,              0.0073743,              0.0073743
                      7,                 3.3511,                 3.8802,                 2.4039,                0.00803,                0.20013,                0.00718,                0.00203,                  3.165,                 4.5315,                 2.4783,               0.021399,              0.0083985,              0.0083985
                      8,                 3.5542,                 3.8924,                 2.4006,                0.00803,                0.20013,                0.00718,                0.00203,                  3.165,                 4.5315,                 2.4783,               0.011412,              0.0094119,              0.0094119
                      9,                 3.4417,                 3.9763,                 2.4895,                0.00803,                0.20013,                0.00718,                0.00203,                  3.165,                 4.5315,                 2.4783,              0.0095545,              0.0095545,              0.0095545
                     10,                  3.224,                 3.8068,                 2.3553,                 0.0249,                0.11591,                0.01864,                0.00537,                  2.982,                 4.4519,                 2.2269,              0.0095545,              0.0095545,              0.0095545
                     11,                 3.3183,                 3.7256,                 2.2423,                 0.0249,                0.11591,                0.01864,                0.00537,                  2.982,                 4.4519,                 2.2269,               0.009505,               0.009505,               0.009505
                     12,                 3.2237,                 3.8097,                 2.4058,                0.03371,                0.27342,                0.03225,                0.01165,                 2.8916,                 3.7884,                 2.3312,              0.0094555,              0.0094555,              0.0094555
                     13,                 2.9677,                 3.5311,                 2.1417,                0.03371,                0.27342,                0.03225,                0.01165,                 2.8916,                 3.7884,                 2.3312,               0.009406,               0.009406,               0.009406
                     14,                 3.2629,                 3.5006,                 2.1083,                0.03371,                0.27342,                0.03225,                0.01165,                 2.8916,                 3.7884,                 2.3312,              0.0093565,              0.0093565,              0.0093565
                     15,                  3.205,                  3.491,                 2.0641,                0.52105,                0.12023,                0.09296,                0.03915,                 2.4554,                 3.1492,                 1.9024,               0.009307,               0.009307,               0.009307
                     16,                 3.1526,                 3.2758,                 1.9087,                0.52105,                0.12023,                0.09296,                0.03915,                 2.4554,                 3.1492,                 1.9024,              0.0092575,              0.0092575,              0.0092575
                     17,                 2.8963,                 3.1434,                  1.864,                0.52105,                0.12023,                0.09296,                0.03915,                 2.4554,                 3.1492,                 1.9024,               0.009208,               0.009208,               0.009208
                     18,                 3.0852,                 3.3445,                 2.1216,                0.52703,                0.06924,                 0.0895,                0.03317,                 2.6835,                 3.0902,                 1.9541,              0.0091585,              0.0091585,              0.0091585
                     19,                 2.6062,                 3.0105,                 1.8334,                0.52703,                0.06924,                 0.0895,                0.03317,                 2.6835,                 3.0902,                 1.9541,               0.009109,               0.009109,               0.009109
                     20,                 2.8732,                 3.2113,                 1.9973,                0.52703,                0.06924,                 0.0895,                0.03317,                 2.6835,                 3.0902,                 1.9541,              0.0090595,              0.0090595,              0.0090595
                     21,                 2.7978,                 2.9901,                 1.8558,                0.43245,                0.21683,                 0.1464,                0.06532,                 2.3515,                  2.727,                 1.7506,                0.00901,                0.00901,                0.00901
                     22,                 2.4121,                 3.0173,                 1.7666,                0.43245,                0.21683,                 0.1464,                0.06532,                 2.3515,                  2.727,                 1.7506,              0.0089605,              0.0089605,              0.0089605
                     23,                 2.5946,                  3.048,                 1.7761,                0.43245,                0.21683,                 0.1464,                0.06532,                 2.3515,                  2.727,                 1.7506,               0.008911,               0.008911,               0.008911
                     24,                 2.4874,                 2.9164,                 1.7539,                0.04313,                0.77491,                0.14568,                0.07187,                 1.9682,                 2.9773,                 1.5557,              0.0088615,              0.0088615,              0.0088615
                     25,                 2.5487,                 2.9737,                  1.609,                0.04313,                0.77491,                0.14568,                0.07187,                 1.9682,                 2.9773,                 1.5557,               0.008812,               0.008812,               0.008812
                     26,                 2.4924,                 3.0324,                 1.5974,                0.04313,                0.77491,                0.14568,                0.07187,                 1.9682,                 2.9773,                 1.5557,              0.0087625,              0.0087625,              0.0087625
                     27,                 2.3955,                 3.2447,                 1.7733,                0.04779,                0.91135,                0.26866,                0.13548,                 1.9324,                 2.8047,                 1.5473,               0.008713,               0.008713,               0.008713
                     28,                 2.3753,                 3.2289,                 1.6215,                0.04779,                0.91135,                0.26866,                0.13548,                 1.9324,                 2.8047,                 1.5473,              0.0086635,              0.0086635,              0.0086635
                     29,                 2.3299,                 3.2229,                  1.684,                0.04779,                0.91135,                0.26866,                0.13548,                 1.9324,                 2.8047,                 1.5473,               0.008614,               0.008614,               0.008614
                     30,                 2.1682,                 2.7552,                 1.6661,                0.32879,                0.39542,                0.40257,                 0.1806,                 1.9452,                 2.1413,                 1.5037,              0.0085645,              0.0085645,              0.0085645
                     31,                 2.1706,                 2.3098,                 1.5671,                0.32879,                0.39542,                0.40257,                 0.1806,                 1.9452,                 2.1413,                 1.5037,               0.008515,               0.008515,               0.008515
                     32,                 2.3456,                  2.325,                 1.6273,                0.32879,                0.39542,                0.40257,                 0.1806,                 1.9452,                 2.1413,                 1.5037,              0.0084655,              0.0084655,              0.0084655
                     33,                 2.1609,                 2.3781,                 1.5692,                0.28027,                0.47402,                0.39632,                 0.2045,                 1.7805,                 2.1052,                 1.4338,               0.008416,               0.008416,               0.008416
                     34,                 2.1976,                 2.4823,                 1.5752,                0.28027,                0.47402,                0.39632,                 0.2045,                 1.7805,                 2.1052,                 1.4338,              0.0083665,              0.0083665,              0.0083665
                     35,                 2.0449,                 2.3044,                 1.4978,                0.28027,                0.47402,                0.39632,                 0.2045,                 1.7805,                 2.1052,                 1.4338,               0.008317,               0.008317,               0.008317
                     36,                 2.0618,                 2.3398,                 1.4564,                0.11381,                0.44273,                0.22013,                0.10753,                 1.7915,                 2.2514,                 1.4443,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.9749,                 2.3418,                 1.5395,                0.11381,                0.44273,                0.22013,                0.10753,                 1.7915,                 2.2514,                 1.4443,               0.008218,               0.008218,               0.008218
                     38,                  1.998,                 2.3694,                 1.4777,                0.11381,                0.44273,                0.22013,                0.10753,                 1.7915,                 2.2514,                 1.4443,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.9987,                 2.4312,                 1.6091,                0.26152,                0.54324,                0.39315,                0.18239,                 1.7755,                 2.1447,                 1.4179,               0.008119,               0.008119,               0.008119
                     40,                 1.9923,                  2.248,                 1.4543,                0.26152,                0.54324,                0.39315,                0.18239,                 1.7755,                 2.1447,                 1.4179,              0.0080695,              0.0080695,              0.0080695
                     41,                 2.0596,                 2.3113,                 1.4123,                0.26152,                0.54324,                0.39315,                0.18239,                 1.7755,                 2.1447,                 1.4179,                0.00802,                0.00802,                0.00802
                     42,                   2.01,                 2.0587,                 1.4657,                0.51705,                 0.7201,                0.64964,                0.25251,                 2.0329,                  1.693,                 1.4859,              0.0079705,              0.0079705,              0.0079705
                     43,                 2.0657,                 2.1399,                 1.6296,                0.51705,                 0.7201,                0.64964,                0.25251,                 2.0329,                  1.693,                 1.4859,               0.007921,               0.007921,               0.007921
                     44,                 2.0464,                 2.1126,                 1.5677,                0.46133,                0.65941,                0.53998,                0.27909,                 1.7572,                 1.7316,                 1.3739,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.9094,                 1.9099,                 1.4478,                0.46133,                0.65941,                0.53998,                0.27909,                 1.7572,                 1.7316,                 1.3739,               0.007822,               0.007822,               0.007822
                     46,                 2.0005,                 2.0257,                 1.4894,                0.46133,                0.65941,                0.53998,                0.27909,                 1.7572,                 1.7316,                 1.3739,              0.0077725,              0.0077725,              0.0077725
                     47,                 2.0081,                 1.9004,                  1.367,                0.85146,                0.49507,                0.79451,                0.37459,                  1.796,                 1.7092,                 1.3554,               0.007723,               0.007723,               0.007723
                     48,                 1.8276,                 1.8984,                 1.3954,                0.85146,                0.49507,                0.79451,                0.37459,                  1.796,                 1.7092,                 1.3554,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.8874,                 1.8881,                 1.3872,                0.85146,                0.49507,                0.79451,                0.37459,                  1.796,                 1.7092,                 1.3554,               0.007624,               0.007624,               0.007624
                     50,                 1.8111,                 1.9613,                 1.3245,                0.52109,                0.82501,                0.80308,                0.40878,                 1.6183,                 1.5252,                 1.2992,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.8543,                 2.0335,                 1.4009,                0.52109,                0.82501,                0.80308,                0.40878,                 1.6183,                 1.5252,                 1.2992,               0.007525,               0.007525,               0.007525
                     52,                 1.8881,                  2.033,                 1.4381,                0.52109,                0.82501,                0.80308,                0.40878,                 1.6183,                 1.5252,                 1.2992,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.7531,                 1.8885,                 1.2686,                0.67643,                0.82337,                0.80164,                0.37662,                 1.7171,                  1.447,                 1.3311,               0.007426,               0.007426,               0.007426
                     54,                 1.7582,                  2.002,                 1.2923,                0.67643,                0.82337,                0.80164,                0.37662,                 1.7171,                  1.447,                 1.3311,              0.0073765,              0.0073765,              0.0073765
