                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.3098,                 6.6907,                 3.0772,                      0,                      0,                      0,                      0,                 3.9411,                 5.9708,                 2.8093,                 0.0874,                 0.0014,                 0.0014
                      1,                 4.2987,                 5.9292,                 3.1055,                      0,                      0,                      0,                      0,                  3.964,                 5.3892,                 2.7743,               0.073886,              0.0028856,              0.0028856
                      2,                 3.9122,                 5.0758,                 2.8451,                0.00011,                 0.0125,                  6e-05,                  1e-05,                 3.9168,                 4.9735,                 2.7517,               0.060356,              0.0043564,              0.0043564
                      3,                 3.8542,                 4.7752,                 2.8487,                0.00011,                 0.0125,                  6e-05,                  2e-05,                 4.0038,                 4.8996,                 2.8625,               0.046812,              0.0058124,              0.0058124
                      4,                 4.2191,                 4.9715,                  2.905,                0.00011,                 0.0125,                  6e-05,                  2e-05,                 4.0038,                 4.8996,                 2.8625,               0.033253,              0.0072535,              0.0072535
                      5,                 4.0993,                 4.5079,                 2.8316,                0.00322,                   0.35,                0.00273,                0.00068,                 3.7481,                 4.5373,                 2.6586,                0.01968,              0.0086797,              0.0086797
                      6,                  4.039,                 4.3407,                 2.8127,                0.00322,                   0.35,                0.00273,                0.00068,                 3.7481,                 4.5373,                 2.6586,               0.009703,               0.009703,               0.009703
                      7,                 3.7954,                  4.083,                 2.6244,                0.01164,                 0.2625,                0.00861,                0.00268,                 3.0043,                 4.2427,                 2.4386,               0.009703,               0.009703,               0.009703
                      8,                 3.4885,                 3.9054,                  2.472,                0.01164,                 0.2625,                0.00861,                0.00268,                 3.0043,                 4.2427,                 2.4386,              0.0096535,              0.0096535,              0.0096535
                      9,                 3.5951,                 3.9426,                 2.4129,                0.00556,                    0.6,                0.02545,                0.00891,                  2.862,                 3.6571,                 2.2874,               0.009604,               0.009604,               0.009604
                     10,                 3.0283,                 3.7567,                 2.3418,                0.00556,                    0.6,                0.02545,                0.00891,                  2.862,                 3.6571,                 2.2874,              0.0095545,              0.0095545,              0.0095545
                     11,                 2.9376,                 3.6987,                 2.2661,                0.00579,                  0.625,                0.01532,                0.00539,                 2.6204,                 3.5404,                 2.0972,               0.009505,               0.009505,               0.009505
                     12,                 3.0226,                   3.51,                 2.1163,                0.00579,                  0.625,                0.01532,                0.00539,                 2.6204,                 3.5404,                 2.0972,              0.0094555,              0.0094555,              0.0094555
                     13,                 3.1377,                 3.4741,                 2.1598,                 0.2217,                0.07131,                0.06814,                0.01899,                 2.5959,                  3.077,                  1.908,               0.009406,               0.009406,               0.009406
                     14,                 2.7661,                 3.1218,                 1.9781,                 0.2217,                0.07131,                0.06814,                0.01899,                 2.5959,                  3.077,                  1.908,              0.0093565,              0.0093565,              0.0093565
                     15,                 2.9531,                 3.1108,                  1.918,                0.06027,                  0.825,                0.19596,                0.07562,                 2.2099,                 3.5277,                 1.7394,               0.009307,               0.009307,               0.009307
                     16,                 2.6947,                 2.8428,                 1.7633,                0.06027,                  0.825,                0.19596,                0.07562,                 2.2099,                 3.5277,                 1.7394,              0.0092575,              0.0092575,              0.0092575
                     17,                 2.6604,                 2.9363,                 1.7532,                0.06027,                  0.825,                0.19596,                0.07562,                 2.2099,                 3.5277,                 1.7394,               0.009208,               0.009208,               0.009208
                     18,                 2.7982,                 2.9363,                 1.8753,                0.03448,                 0.6375,                0.05292,                0.01724,                 2.3897,                 3.9918,                 1.8232,              0.0091585,              0.0091585,              0.0091585
                     19,                 2.4608,                 3.0622,                 1.7216,                0.03448,                 0.6375,                0.05292,                0.01724,                 2.3897,                 3.9918,                 1.8232,               0.009109,               0.009109,               0.009109
                     20,                 2.4299,                 2.4343,                 1.6208,                 0.5965,                 0.5375,                0.54026,                0.23507,                 2.0864,                 2.3972,                 1.6293,              0.0090595,              0.0090595,              0.0090595
                     21,                 2.6132,                 2.5286,                 1.6665,                 0.5965,                 0.5375,                0.54026,                0.23507,                 2.0864,                 2.3972,                 1.6293,                0.00901,                0.00901,                0.00901
                     22,                  2.314,                 2.2224,                 1.6551,                0.67498,                   0.65,                0.70549,                0.21703,                 2.4562,                 1.7195,                 1.7901,              0.0089605,              0.0089605,              0.0089605
                     23,                 2.4405,                 2.1394,                 1.7136,                0.67498,                   0.65,                0.70549,                0.21703,                 2.4562,                 1.7195,                 1.7901,               0.008911,               0.008911,               0.008911
                     24,                 2.4277,                 2.8607,                 1.6598,                0.07796,                 0.9375,                0.23358,                0.08177,                 2.0449,                 3.2753,                 1.5569,              0.0088615,              0.0088615,              0.0088615
                     25,                 2.3719,                 3.5449,                 1.5353,                0.07796,                 0.9375,                0.23358,                0.08177,                 2.0449,                 3.2753,                 1.5569,               0.008812,               0.008812,               0.008812
                     26,                 2.3475,                  3.087,                 1.5953,                0.04759,                      1,                0.12748,                0.05786,                  1.925,                 2.9266,                 1.4764,              0.0087625,              0.0087625,              0.0087625
                     27,                  2.215,                 2.6077,                 1.5725,                0.04759,                      1,                0.12748,                0.05786,                  1.925,                 2.9266,                 1.4764,               0.008713,               0.008713,               0.008713
                     28,                 2.3129,                 3.0545,                 1.5376,                0.19193,                  0.825,                0.18874,                0.09698,                 1.8009,                 4.1669,                 1.4144,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.9225,                 4.3894,                 1.4004,                0.19193,                  0.825,                0.18874,                0.09698,                 1.8009,                 4.1669,                 1.4144,               0.008614,               0.008614,               0.008614
                     30,                 2.2603,                 5.0522,                 1.4826,                0.18651,                 0.8375,                0.18277,                 0.0928,                 1.7932,                 4.3659,                 1.4191,              0.0085645,              0.0085645,              0.0085645
                     31,                 2.0966,                 4.6722,                 1.4333,                0.18651,                 0.8375,                0.18277,                 0.0928,                 1.7932,                 4.3659,                 1.4191,               0.008515,               0.008515,               0.008515
                     32,                 1.9921,                 4.6077,                 1.4269,                0.39596,                 0.9375,                0.62638,                0.24498,                 1.9886,                 2.1743,                 1.5375,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.9683,                 2.6049,                 1.4506,                0.39596,                 0.9375,                0.62638,                0.24498,                 1.9886,                 2.1743,                 1.5375,               0.008416,               0.008416,               0.008416
                     34,                 1.9851,                 2.5923,                 1.4092,                0.39596,                 0.9375,                0.62638,                0.24498,                 1.9886,                 2.1743,                 1.5375,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.9844,                 2.1504,                 1.4206,                0.70755,                    0.9,                0.84153,                0.31511,                 1.8672,                 1.6808,                 1.4598,               0.008317,               0.008317,               0.008317
                     36,                 2.1515,                 2.2224,                 1.4506,                0.70755,                    0.9,                0.84153,                0.31511,                 1.8672,                 1.6808,                 1.4598,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.9709,                 2.0466,                 1.3802,                0.69699,                 0.8625,                0.81801,                0.34503,                 1.9133,                 1.2488,                 1.4259,               0.008218,               0.008218,               0.008218
                     38,                 2.1225,                 1.8997,                 1.4752,                0.69699,                 0.8625,                0.81801,                0.34503,                 1.9133,                 1.2488,                 1.4259,              0.0081685,              0.0081685,              0.0081685
                     39,                 2.0547,                 1.8716,                 1.4696,                 0.8178,                0.84163,                0.88885,                0.22141,                 2.1715,                 1.5783,                  1.723,               0.008119,               0.008119,               0.008119
                     40,                 2.0127,                 1.9915,                 1.4696,                 0.8178,                0.84163,                0.88885,                0.22141,                 2.1715,                 1.5783,                  1.723,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.9451,                 1.7864,                 1.3492,                0.72867,                    0.9,                0.87692,                0.41072,                 1.7899,                 1.2967,                 1.4316,                0.00802,                0.00802,                0.00802
                     42,                 1.7483,                 1.7675,                  1.406,                0.72867,                    0.9,                0.87692,                0.41072,                 1.7899,                 1.2967,                 1.4316,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.9211,                  1.907,                 1.3709,                0.21126,                 0.8875,                0.21029,                0.11592,                 1.5456,                 2.1582,                 1.2583,               0.007921,               0.007921,               0.007921
                     44,                 1.8559,                 2.1341,                 1.3878,                0.21126,                 0.8875,                0.21029,                0.11592,                 1.5456,                 2.1582,                 1.2583,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.7654,                  2.203,                 1.4237,                0.44822,                  0.975,                0.45929,                0.20132,                 1.7764,                 1.6147,                 1.4563,               0.007822,               0.007822,               0.007822
                     46,                 1.8821,                 1.6324,                 1.3352,                0.44822,                  0.975,                0.45929,                0.20132,                 1.7764,                 1.6147,                 1.4563,              0.0077725,              0.0077725,              0.0077725
                     47,                  1.945,                 1.7114,                 1.4339,                0.41391,                    0.9,                0.41365,                0.18252,                 1.7756,                 1.8889,                 1.4086,               0.007723,               0.007723,               0.007723
                     48,                 1.7605,                 1.8001,                 1.4458,                0.41391,                    0.9,                0.41365,                0.18252,                 1.7756,                 1.8889,                 1.4086,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.7366,                 1.6106,                 1.3122,                0.41391,                    0.9,                0.41365,                0.18252,                 1.7756,                 1.8889,                 1.4086,               0.007624,               0.007624,               0.007624
                     50,                 2.0082,                 1.6734,                 1.4898,                0.32471,                0.90158,                0.32602,                0.11132,                 2.1716,                  1.931,                 1.6714,              0.0075745,              0.0075745,              0.0075745
                     51,                 2.2296,                  1.812,                 1.6054,                0.32471,                0.90158,                0.32602,                0.11132,                 2.1716,                  1.931,                 1.6714,               0.007525,               0.007525,               0.007525
                     52,                 1.6968,                 1.5354,                 1.3318,                0.43652,                 0.8625,                0.46424,                0.25407,                 1.5393,                 1.4553,                 1.2656,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.7125,                 1.5469,                 1.2593,                0.43652,                 0.8625,                0.46424,                0.25407,                 1.5393,                 1.4553,                 1.2656,               0.007426,               0.007426,               0.007426
                     54,                 1.8114,                 1.6684,                 1.2475,                0.81297,                  0.875,                0.92942,                 0.5288,                  1.422,                 2.0082,                  1.204,              0.0073765,              0.0073765,              0.0073765
                     55,                  1.633,                 1.5805,                 1.1448,                0.81297,                  0.875,                0.92942,                 0.5288,                  1.422,                 2.0082,                  1.204,               0.007327,               0.007327,               0.007327
                     56,                  1.567,                 1.6763,                 1.2103,                0.90597,                 0.9625,                0.98229,                0.54912,                 1.5011,                 1.1756,                 1.2587,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.5991,                 1.6727,                 1.1649,                0.90597,                 0.9625,                0.98229,                0.54912,                 1.5011,                 1.1756,                 1.2587,               0.007228,               0.007228,               0.007228
                     58,                 1.5669,                 1.6985,                 1.2203,                0.93863,                0.95593,                0.97752,                0.56069,                 1.3951,                 1.3245,                 1.1892,              0.0071785,              0.0071785,              0.0071785
