                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.0734,                 6.1593,                 2.9425,                 0.0009,                0.27027,                0.00059,                0.00013,                 2.8826,                 4.8131,                  3.596,                 0.0838,                 0.0018,                 0.0018
                      1,                 3.1087,                 6.6876,                 3.0549,                0.00189,                0.56757,                0.00175,                0.00038,                 2.9783,                 4.6474,                 3.5695,               0.066682,              0.0036817,              0.0036817
                      2,                 3.5492,                 4.7112,                 3.4311,                0.00189,                0.56757,                0.00174,                0.00054,                 3.2334,                 6.0631,                  3.817,               0.049545,              0.0055446,              0.0055446
                      3,                  2.847,                  4.601,                 2.8613,                0.00189,                0.56757,                0.00174,                0.00054,                 3.2334,                 6.0631,                  3.817,               0.032389,              0.0073886,              0.0073886
                      4,                 3.0131,                 4.0836,                 3.0421,                0.00333,                      1,                0.01339,                0.00341,                 3.1893,                 6.5438,                 3.9238,               0.015214,              0.0092139,              0.0092139
                      5,                 3.0076,                 4.1682,                 3.1026,                0.00048,                0.10811,                0.00027,                  9e-05,                 3.1367,                 5.0157,                 3.6749,              0.0097525,              0.0097525,              0.0097525
                      6,                 2.8316,                 4.5038,                 2.9504,                0.00048,                0.10811,                0.00027,                  9e-05,                 3.1367,                 5.0157,                 3.6749,              0.0097525,              0.0097525,              0.0097525
                      7,                 2.9414,                 3.9739,                 3.0467,                0.00357,                0.89189,                0.01961,                0.00403,                  3.068,                 3.6852,                 3.4403,               0.009703,               0.009703,               0.009703
                      8,                  2.745,                 3.5259,                 2.9467,                0.00357,                0.89189,                0.01961,                0.00403,                  3.068,                 3.6852,                 3.4403,              0.0096535,              0.0096535,              0.0096535
                      9,                 2.7856,                 3.2992,                  2.863,                0.00333,                      1,                0.06373,                0.01639,                 2.5261,                 3.4959,                 3.0333,               0.009604,               0.009604,               0.009604
                     10,                 2.6434,                 3.4343,                 2.7223,                0.00458,                      1,                0.09746,                0.03371,                 2.1626,                  3.432,                 2.6993,              0.0095545,              0.0095545,              0.0095545
                     11,                 2.3069,                 3.2915,                 2.5407,                0.00458,                      1,                0.09746,                0.03371,                 2.1626,                  3.432,                 2.6993,               0.009505,               0.009505,               0.009505
                     12,                 2.3226,                 3.0547,                 2.5392,                0.07397,                0.51351,                0.07755,                0.03339,                 1.9337,                 3.9173,                 2.4521,              0.0094555,              0.0094555,              0.0094555
                     13,                 2.2965,                 2.9979,                 2.5311,                0.07397,                0.51351,                0.07755,                0.03339,                 1.9337,                 3.9173,                 2.4521,               0.009406,               0.009406,               0.009406
                     14,                 2.4378,                 2.7828,                 2.5623,                0.12533,                0.43243,                0.09871,                0.02709,                 2.9093,                 3.0098,                 3.0896,              0.0093565,              0.0093565,              0.0093565
                     15,                 2.2956,                 3.0599,                  2.437,                0.01589,                      1,                0.58092,                0.20446,                  2.258,                 2.7741,                 2.6363,               0.009307,               0.009307,               0.009307
                     16,                 2.4209,                 3.4375,                  2.622,                0.01589,                      1,                0.58092,                0.20446,                  2.258,                 2.7741,                 2.6363,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.8894,                 3.0416,                  2.151,                0.00901,                      1,                0.22981,                0.10884,                 2.3264,                 2.5279,                 2.7923,               0.009208,               0.009208,               0.009208
                     18,                 2.1847,                 2.8847,                 2.4817,                0.00901,                      1,                0.22981,                0.10884,                 2.3264,                 2.5279,                 2.7923,              0.0091585,              0.0091585,              0.0091585
                     19,                 2.0104,                 3.0911,                 2.2144,                0.03057,                0.02703,                0.06141,                0.03199,                   2.07,                 2.9254,                 2.6624,               0.009109,               0.009109,               0.009109
                     20,                 2.2512,                 3.0783,                 2.3063,                0.79268,                0.24324,                0.34934,                0.18756,                 2.0077,                  2.179,                 2.5451,              0.0090595,              0.0090595,              0.0090595
